Customer Name,Customer Address,Product Name,Color,Material,Category,Total Quantity Sold,Inventory (Stock),Price (Before GST),GST Amount,Discount (%),Profit,Total Price (With GST),Transaction Date,Year,Month,Day
Chameli Nayar,"Pranshant Vihar, Delhi - 110075",Mattress,Grey,Plastic,Mattress,6,10,48993,4433,20,1262,42740.8,2020-04-29,2020,4,29
Pahal Kannan,"Vasant Kunj, Delhi - 110054",Cupboard,Brown,Wood,Cupboard,3,23,45327,2958,15,8762,41042.25,2021-07-14,2021,7,14
Advaith Sur,"Dwarka, Delhi - 110010",Bed - Single Bed,White,Glass,Bed,7,22,49270,4941,10,1360,48789.9,2021-11-11,2021,11,11
Jasmit Chopra,"Narela, Delhi - 110061",Cooler,White,Board,Cooler,4,7,20741,4226,15,4338,21221.95,2024-09-16,2024,9,16
Dipta Tiwari,"Lajpat Nagar, Delhi - 110048",Cooler,Yellow,Iron,Cooler,3,6,48185,4967,10,1593,47836.8,2023-01-21,2023,1,21
Chanakya Ratta,"Pitampura, Delhi - 110015",Mattress,Brown,Iron,Mattress,1,4,41432,1655,5,2037,40932.65,2022-10-30,2022,10,30
Wazir Lala,"Pranshant Vihar, Delhi - 110093",Mandir,Yellow,Wood,Mandir,3,15,22957,1186,15,4811,20521.55,2020-02-27,2020,2,27
Rachit Sridhar,"Alipur, Delhi - 110037",Dressing Table,Black,Iron,Dressing Table,10,20,12477,3061,10,1918,13984.2,2021-09-25,2021,9,25
Neha Singh,"Alipur, Delhi - 110025",Mandir,Brown,Glass,Mandir,8,25,7898,3960,5,566,11265.1,2023-07-16,2023,7,16
Baghyawati Deshpande,"Vasant Kunj, Delhi - 110043",Cooler,Brown,Plastic,Cooler,10,26,16224,3151,10,6217,17437.5,2023-08-24,2023,8,24
Baljiwan Mammen,"Rohini, Delhi - 110094",Mandir,Black,Board,Mandir,7,15,30907,1474,20,8972,25904.8,2020-04-26,2020,4,26
Indira Dubey,"Narela, Delhi - 110022",Bed - Double Bed,Red,Wood,Bed,8,27,14117,4778,20,7358,15116.0,2024-02-26,2024,2,26
Kabir Oommen,"Shalimar Bagh, Delhi - 110078",Mattress,Black,Board,Mattress,5,21,6299,1745,5,573,7641.8,2022-10-26,2022,10,26
Gavin Tripathi,"Dwarka, Delhi - 110017",Sofa,Green,Metal,Sofa,1,6,15050,1253,15,6887,13857.55,2022-06-18,2022,6,18
Vasudha Dua,"Rohini, Delhi - 110046",Chair,White,Wood,Chair,8,18,19173,4816,15,4688,20390.65,2021-07-29,2021,7,29
Owen Kalita,"Pitampura, Delhi - 110085",Bed - Single Bed,Black,Plastic,Bed,5,14,19761,3154,5,7588,21769.25,2024-06-24,2024,6,24
Jatin Ramaswamy,"Lajpat Nagar, Delhi - 110098",Cupboard,Yellow,Wood,Cupboard,4,5,14489,3554,15,7109,15336.55,2022-09-02,2022,9,2
Bhavika Varty,"Lampur Border, Delhi - 110071",Chair,Red,Metal,Chair,8,28,28006,4181,5,4092,30577.65,2020-06-16,2020,6,16
Harrison Deshmukh,"Alipur, Delhi - 110044",Cupboard,Grey,Glass,Cupboard,7,17,25440,930,20,9716,21096.0,2021-10-15,2021,10,15
Yauvani Sheth,"Karol Bagh, Delhi - 110054",Bed - Double Bed,Blue,Board,Bed,5,20,48078,4163,5,8568,49628.95,2024-10-27,2024,10,27
Megha Dewan,"Lajpat Nagar, Delhi - 110072",Chair,White,Glass,Chair,6,15,21148,4788,5,4357,24639.2,2023-08-24,2023,8,24
Harish Bhardwaj,"Janakpuri, Delhi - 110065",Sofa,Yellow,Plastic,Sofa,4,7,10539,2795,10,6497,12000.6,2023-09-17,2023,9,17
Gagan Hora,"Pitampura, Delhi - 110092",Chair,Red,Iron,Chair,7,20,42626,2908,15,6398,38703.9,2021-04-11,2021,4,11
Manya Saha,"Lajpat Nagar, Delhi - 110011",Mattress,Brown,Iron,Mattress,7,27,30144,2826,10,4641,29673.0,2023-10-25,2023,10,25
Ekanta Chacko,"Lajpat Nagar, Delhi - 110040",Dressing Table,Grey,Wood,Dressing Table,8,10,32942,4356,10,1889,33568.2,2020-07-12,2020,7,12
Guneet Kari,"Dwarka, Delhi - 110052",Cupboard,Blue,Metal,Cupboard,7,8,6600,1324,15,6482,6735.4,2024-05-28,2024,5,28
Sanya Parekh,"Karol Bagh, Delhi - 110017",Mandir,Blue,Board,Mandir,5,12,12663,3939,20,4567,13281.6,2024-05-14,2024,5,14
Sanya Palla,"Vasant Kunj, Delhi - 110095",Mandir,Blue,Iron,Mandir,1,5,12262,3356,5,8452,14837.1,2021-04-02,2021,4,2
Chakradhar Bora,"Lajpat Nagar, Delhi - 110043",Sofa,Black,Wood,Sofa,10,20,21685,3228,15,3155,21176.05,2021-11-05,2021,11,5
Nathan Pall,"Lampur Border, Delhi - 110045",Cupboard,Yellow,Iron,Cupboard,3,10,45075,2395,15,8508,40349.5,2022-03-22,2022,3,22
Nilima Arora,"Rohini, Delhi - 110037",Cupboard,White,Wood,Cupboard,7,17,12454,2718,20,5638,12137.6,2024-03-17,2024,3,17
Imaran Raghavan,"Janakpuri, Delhi - 110009",Dressing Table,Red,Plastic,Dressing Table,9,10,11710,3444,10,2594,13638.6,2022-01-24,2022,1,24
Bhavani Dalal,"Lajpat Nagar, Delhi - 110065",Cupboard,Brown,Metal,Cupboard,10,28,9111,2909,15,9801,10217.0,2022-10-11,2022,10,11
Lipika Ahluwalia,"Janakpuri, Delhi - 110099",Cooler,Black,Metal,Cooler,1,5,21668,2525,20,1647,19354.4,2024-01-02,2024,1,2
William Garg,"Singhu Border, Delhi - 110017",Bed - Single Bed,Red,Board,Bed,6,24,27422,2741,15,6951,25638.55,2021-07-10,2021,7,10
Alexander Prabhakar,"Janakpuri, Delhi - 110061",Sofa,Yellow,Board,Sofa,8,11,24252,4226,20,7388,22782.4,2021-05-14,2021,5,14
Eshana Chakrabarti,"Janakpuri, Delhi - 110006",Sofa,Blue,Glass,Sofa,7,10,20049,4133,20,5659,19345.6,2024-01-18,2024,1,18
Tejas Barad,"Rohini, Delhi - 110010",Sofa,Red,Board,Sofa,9,14,46018,2551,15,3711,41283.65,2020-11-12,2020,11,12
Christopher Ratta,"Janakpuri, Delhi - 110051",Mattress,Grey,Plastic,Mattress,3,10,11602,2025,5,6328,12945.65,2021-06-16,2021,6,16
Bhavika Bera,"Janakpuri, Delhi - 110070",Bed - Single Bed,Green,Plastic,Bed,6,13,43376,1697,5,3252,42819.35,2020-02-21,2020,2,21
Oliver Chad,"Holambi, Delhi - 110093",Mandir,Blue,Wood,Mandir,4,19,18967,1483,10,4715,18405.0,2022-06-27,2022,6,27
Ekaja Kala,"Dwarka, Delhi - 110092",Mattress,Red,Wood,Mattress,9,22,41246,4215,10,1061,40914.9,2020-04-03,2020,4,3
Oscar Puri,"Lajpat Nagar, Delhi - 110052",Chair,Yellow,Iron,Chair,9,11,21255,3788,20,9079,20034.4,2020-05-02,2020,5,2
Vaishnavi Dhingra,"Pranshant Vihar, Delhi - 110015",Mandir,Green,Metal,Mandir,3,16,5131,4301,10,2726,8488.8,2021-11-02,2021,11,2
Logan Kakar,"Alipur, Delhi - 110004",Bed - Double Bed,Black,Board,Bed,4,8,49151,4814,20,2926,43172.0,2023-07-03,2023,7,3
Jeremiah Kurian,"Holambi, Delhi - 110082",Mattress,Yellow,Board,Mattress,4,21,36152,4610,15,3411,34647.7,2023-03-22,2023,3,22
Jagrati Gole,"Lajpat Nagar, Delhi - 110095",Cooler,White,Board,Cooler,6,11,48660,3645,15,9309,44459.25,2022-07-24,2022,7,24
Rachita Merchant,"Singhu Border, Delhi - 110080",Cupboard,White,Board,Cupboard,5,6,35124,1373,20,7635,29197.6,2021-03-03,2021,3,3
Nathaniel Aggarwal,"Alipur, Delhi - 110058",Chair,Grey,Board,Chair,5,12,36401,4134,20,2052,32428.0,2024-09-26,2024,9,26
Sanya Dhaliwal,"Janakpuri, Delhi - 110012",Mattress,Brown,Iron,Mattress,10,12,15544,4170,10,5059,17742.6,2020-12-27,2020,12,27
Nihal Singhal,"Dwarka, Delhi - 110002",Chair,Green,Board,Chair,6,7,31571,1243,10,2425,29532.6,2021-01-11,2021,1,11
Vanya Thakkar,"Lampur Border, Delhi - 110045",Dressing Table,Blue,Wood,Dressing Table,8,25,32799,3223,15,9536,30618.7,2020-09-01,2020,9,1
Pratyush Dora,"Alipur, Delhi - 110085",Bed - Double Bed,Brown,Iron,Bed,5,16,27713,4032,5,2326,30157.75,2023-08-06,2023,8,6
Yatan Murthy,"Saket, Delhi - 110058",Cooler,Brown,Metal,Cooler,10,17,24992,3769,15,7767,24446.85,2021-03-18,2021,3,18
Watika Kara,"Lajpat Nagar, Delhi - 110017",Mattress,Grey,Iron,Mattress,9,19,38731,3648,20,925,33903.2,2023-06-04,2023,6,4
Amruta Ben,"Lampur Border, Delhi - 110015",Chair,Brown,Plastic,Chair,1,16,48217,4746,10,3750,47666.7,2023-03-25,2023,3,25
Bachittar Ray,"Singhu Border, Delhi - 110025",Dressing Table,Yellow,Board,Dressing Table,3,6,41750,3430,5,2886,42921.0,2024-03-14,2024,3,14
Urishilla Goel,"Dwarka, Delhi - 110012",Bed - Single Bed,Black,Plastic,Bed,10,15,9913,3570,5,4180,12808.85,2024-05-10,2024,5,10
Wakeeta Bora,"Alipur, Delhi - 110003",Mandir,Brown,Board,Mandir,7,25,26815,1764,10,5151,25721.1,2024-06-17,2024,6,17
Qadim Halder,"Lampur Border, Delhi - 110068",Chair,White,Board,Chair,3,8,31524,4927,15,4815,30983.35,2024-09-22,2024,9,22
Falak Trivedi,"Dwarka, Delhi - 110073",Mandir,Blue,Plastic,Mandir,2,14,32425,2195,10,6412,31158.0,2020-10-29,2020,10,29
Fariq Grewal,"Singhu Border, Delhi - 110074",Mandir,White,Iron,Mandir,3,12,17093,3724,10,9025,18735.3,2022-06-28,2022,6,28
Daksh Mittal,"Shalimar Bagh, Delhi - 110028",Cupboard,Red,Iron,Cupboard,2,20,9507,2123,20,2089,9304.0,2024-08-25,2024,8,25
Watika Tripathi,"Vasant Kunj, Delhi - 110052",Mattress,Black,Metal,Mattress,3,15,30342,1636,10,8181,28780.2,2020-05-13,2020,5,13
Vidhi Suri,"Saket, Delhi - 110026",Cooler,Black,Glass,Cooler,7,8,8859,2310,10,4838,10052.1,2024-01-03,2024,1,3
Megha Patil,"Holambi, Delhi - 110058",Sofa,Black,Board,Sofa,2,21,27541,4646,10,1265,28968.3,2024-07-15,2024,7,15
Harsh Kapur,"Lampur Border, Delhi - 110063",Mandir,Blue,Plastic,Mandir,6,9,14142,2615,10,4343,15081.3,2021-11-30,2021,11,30
Megha Dasgupta,"Shalimar Bagh, Delhi - 110033",Chair,Black,Iron,Chair,4,22,30806,2674,15,577,28458.0,2024-05-02,2024,5,2
Aarna Basu,"Lajpat Nagar, Delhi - 110038",Dressing Table,White,Wood,Dressing Table,1,19,42968,3748,20,9860,37372.8,2020-08-28,2020,8,28
Darpan Mangat,"Karol Bagh, Delhi - 110016",Sofa,Green,Wood,Sofa,8,15,15922,4402,5,6696,19307.8,2020-01-20,2020,1,20
Keya Hayer,"Pranshant Vihar, Delhi - 110015",Mattress,Black,Wood,Mattress,7,21,22805,4661,5,3125,26092.7,2024-02-02,2024,2,2
Harrison Oza,"Vasant Kunj, Delhi - 110003",Mandir,Blue,Iron,Mandir,6,22,49132,1718,10,4349,45765.0,2021-03-23,2021,3,23
Ethan Sangha,"Narela, Delhi - 110007",Dressing Table,Red,Glass,Dressing Table,4,16,31634,2030,5,2483,31980.8,2023-02-22,2023,2,22
Peter Sen,"Singhu Border, Delhi - 110050",Sofa,Red,Board,Sofa,2,17,29169,519,20,656,23750.4,2020-07-06,2020,7,6
Faris Chad,"Saket, Delhi - 110041",Mandir,Yellow,Wood,Mandir,2,12,15687,3973,5,958,18677.0,2021-06-14,2021,6,14
Gauri Vyas,"Singhu Border, Delhi - 110059",Mattress,Red,Metal,Mattress,2,15,9309,2708,20,2194,9613.6,2022-05-13,2022,5,13
Anay Brahmbhatt,"Vasant Kunj, Delhi - 110042",Chair,White,Glass,Chair,3,22,38712,3187,5,5699,39804.05,2024-08-30,2024,8,30
Bakhshi Nagi,"Karol Bagh, Delhi - 110004",Mattress,Brown,Wood,Mattress,2,12,14145,4694,5,4622,17897.05,2020-06-08,2020,6,8
Yadavi Magar,"Shalimar Bagh, Delhi - 110023",Chair,Red,Glass,Chair,3,6,17972,4887,10,9994,20573.1,2020-07-04,2020,7,4
Aachal More,"Dwarka, Delhi - 110048",Cupboard,Black,Wood,Cupboard,10,29,39314,2567,20,7403,33504.8,2021-10-26,2021,10,26
Frederick Doctor,"Pitampura, Delhi - 110066",Mandir,Brown,Iron,Mandir,3,21,47693,4154,20,9817,41477.6,2024-01-15,2024,1,15
Gavin Sane,"Narela, Delhi - 110004",Chair,White,Board,Chair,8,22,13723,3129,15,8461,14324.2,2023-03-14,2023,3,14
Logan Saha,"Saket, Delhi - 110086",Chair,Yellow,Iron,Chair,9,13,24254,4427,5,2392,27246.95,2024-07-22,2024,7,22
Noah Solanki,"Singhu Border, Delhi - 110024",Sofa,White,Plastic,Sofa,10,28,26086,2809,15,1453,24560.75,2020-03-14,2020,3,14
Balhaar Luthra,"Alipur, Delhi - 110015",Sofa,Black,Glass,Sofa,10,25,40890,1547,5,9679,40315.15,2023-12-10,2023,12,10
Ishwar Merchant,"Rohini, Delhi - 110009",Mattress,Green,Wood,Mattress,6,24,21714,2412,20,1059,19300.8,2022-08-22,2022,8,22
Chandani Banik,"Alipur, Delhi - 110029",Chair,Red,Wood,Chair,8,15,29075,3534,20,4255,26087.2,2021-12-12,2021,12,12
Lekha Dara,"Lajpat Nagar, Delhi - 110095",Mandir,Blue,Plastic,Mandir,3,9,14834,1034,5,6231,15074.6,2021-06-21,2021,6,21
Lipika Basak,"Janakpuri, Delhi - 110097",Bed - Single Bed,Blue,Board,Bed,10,24,9442,2653,5,1030,11490.25,2021-09-06,2021,9,6
Veer Bose,"Pranshant Vihar, Delhi - 110055",Cupboard,Yellow,Plastic,Cupboard,7,18,30224,3736,15,8831,28866.0,2023-02-02,2023,2,2
Urishilla Jha,"Pitampura, Delhi - 110027",Sofa,Red,Board,Sofa,1,15,22884,4465,20,9425,21879.2,2021-06-26,2021,6,26
Anmol Sarna,"Singhu Border, Delhi - 110007",Cooler,Green,Glass,Cooler,3,5,42210,3637,10,7232,41262.3,2024-04-04,2024,4,4
Upadhriti Chatterjee,"Lajpat Nagar, Delhi - 110005",Chair,Blue,Metal,Chair,10,27,26925,3579,5,5448,28978.8,2021-02-23,2021,2,23
Ati Wagle,"Karol Bagh, Delhi - 110068",Chair,Yellow,Iron,Chair,9,10,47400,3403,5,7009,48262.85,2022-10-11,2022,10,11
Sara Gupta,"Narela, Delhi - 110032",Bed - Single Bed,Blue,Glass,Bed,7,11,10284,2584,15,8684,10937.8,2020-02-29,2020,2,29
Elijah Dani,"Singhu Border, Delhi - 110036",Dressing Table,Yellow,Metal,Dressing Table,3,17,44138,1550,20,5339,36550.4,2023-05-26,2023,5,26
Madhavi Chaudry,"Pranshant Vihar, Delhi - 110045",Cooler,Brown,Plastic,Cooler,10,14,12432,3625,5,6964,15254.15,2022-08-05,2022,8,5
Gavin Chopra,"Rohini, Delhi - 110063",Cupboard,Yellow,Plastic,Cupboard,7,15,5452,3065,15,3932,7239.45,2020-09-16,2020,9,16
Eiravati Nazareth,"Narela, Delhi - 110033",Chair,Yellow,Iron,Chair,6,10,8403,964,15,9181,7961.95,2020-05-08,2020,5,8
Maya Jha,"Rohini, Delhi - 110028",Chair,White,Iron,Chair,4,10,10056,2405,20,2307,9968.8,2020-11-01,2020,11,1
Nirja Pillai,"Vasant Kunj, Delhi - 110061",Chair,Red,Metal,Chair,10,11,21910,4624,15,929,22553.9,2023-11-16,2023,11,16
Frederick Palla,"Vasant Kunj, Delhi - 110027",Cupboard,Blue,Wood,Cupboard,5,17,33482,4281,15,1208,32098.55,2021-01-17,2021,1,17
Anya Jayaraman,"Alipur, Delhi - 110016",Chair,Brown,Glass,Chair,8,15,5378,3475,10,6704,7967.7,2024-07-31,2024,7,31
Noah Ranganathan,"Holambi, Delhi - 110057",Sofa,Black,Metal,Sofa,3,11,19984,3277,15,4916,19771.85,2021-05-31,2021,5,31
Sanya Rattan,"Dwarka, Delhi - 110050",Sofa,White,Board,Sofa,3,10,10646,4462,10,6403,13597.2,2020-07-04,2020,7,4
Unni Borra,"Pranshant Vihar, Delhi - 110003",Cupboard,Black,Wood,Cupboard,5,13,17842,752,10,1761,16734.6,2024-12-17,2024,12,17
Ryan Tank,"Saket, Delhi - 110091",Dressing Table,Yellow,Wood,Dressing Table,9,17,30964,1817,5,6662,31141.95,2022-11-28,2022,11,28
Libni Chokshi,"Saket, Delhi - 110016",Mattress,Yellow,Wood,Mattress,2,15,33478,3545,20,6109,29618.4,2022-08-19,2022,8,19
Vihaan Gade,"Pranshant Vihar, Delhi - 110063",Bed - Double Bed,Black,Iron,Bed,1,18,31437,1871,5,5999,31642.6,2024-05-10,2024,5,10
Qushi Hayer,"Lampur Border, Delhi - 110067",Mattress,Black,Board,Mattress,7,25,43312,548,5,3243,41667.0,2020-06-20,2020,6,20
Panini Chokshi,"Singhu Border, Delhi - 110074",Mattress,Red,Metal,Mattress,10,30,46705,4224,5,7729,48382.55,2021-10-05,2021,10,5
Raagini Dube,"Holambi, Delhi - 110035",Mandir,Brown,Metal,Mandir,10,22,5956,2712,20,4954,6934.4,2020-07-01,2020,7,1
Timothy Sami,"Lajpat Nagar, Delhi - 110060",Dressing Table,Green,Wood,Dressing Table,3,9,30609,523,15,907,26462.2,2023-02-20,2023,2,20
Rachana Dutt,"Vasant Kunj, Delhi - 110074",Sofa,Green,Plastic,Sofa,2,16,19599,4318,10,5855,21525.3,2023-04-24,2023,4,24
Alka Vasa,"Karol Bagh, Delhi - 110051",Cooler,Red,Metal,Cooler,5,15,20189,2127,20,947,17852.8,2023-05-04,2023,5,4
Yashodhara Kannan,"Narela, Delhi - 110019",Mandir,Black,Plastic,Mandir,2,16,26889,1737,15,9964,24332.1,2024-09-15,2024,9,15
Balveer Bhattacharyya,"Dwarka, Delhi - 110038",Cooler,Blue,Plastic,Cooler,7,19,43216,3585,15,2866,39780.85,2023-11-30,2023,11,30
Banjeet Gulati,"Pitampura, Delhi - 110030",Dressing Table,Red,Plastic,Dressing Table,3,9,11045,734,10,2521,10601.1,2021-10-22,2021,10,22
Yuvraj Chokshi,"Dwarka, Delhi - 110026",Sofa,Green,Iron,Sofa,9,12,22420,3471,5,7661,24596.45,2020-12-06,2020,12,6
Unni Setty,"Lajpat Nagar, Delhi - 110059",Sofa,Brown,Glass,Sofa,6,19,35942,4094,10,734,36032.4,2020-09-25,2020,9,25
Rushil Palla,"Karol Bagh, Delhi - 110077",Dressing Table,Yellow,Metal,Dressing Table,8,23,49311,3810,5,9776,50464.95,2021-05-22,2021,5,22
Vasatika Khosla,"Saket, Delhi - 110067",Mandir,Grey,Metal,Mandir,2,20,46671,1620,5,8476,45876.45,2020-03-05,2020,3,5
Lekha Dalal,"Alipur, Delhi - 110002",Sofa,Brown,Wood,Sofa,10,20,34261,1201,5,8781,33688.9,2024-11-23,2024,11,23
Ethan Sen,"Shalimar Bagh, Delhi - 110078",Mattress,Black,Board,Mattress,3,10,26154,2687,20,5613,23072.8,2021-11-05,2021,11,5
Dayita More,"Narela, Delhi - 110040",Cooler,Blue,Iron,Cooler,9,18,23322,4317,5,5114,26257.05,2022-12-29,2022,12,29
Ekiya Bhatnagar,"Dwarka, Delhi - 110056",Mattress,Blue,Wood,Mattress,8,15,30383,4653,15,4238,29780.6,2024-04-15,2024,4,15
Imaran Swaminathan,"Saket, Delhi - 110065",Sofa,Yellow,Glass,Sofa,7,12,5172,1406,5,2856,6249.1,2020-05-18,2020,5,18
Ekani Arya,"Singhu Border, Delhi - 110006",Dressing Table,White,Iron,Dressing Table,4,23,36207,3884,20,5461,32072.8,2023-04-30,2023,4,30
Vedant Bora,"Dwarka, Delhi - 110014",Chair,Green,Iron,Chair,8,19,30510,2946,20,5638,26764.8,2020-05-13,2020,5,13
Upma Datta,"Alipur, Delhi - 110004",Chair,Black,Iron,Chair,8,14,33180,1923,10,5990,31592.7,2024-12-24,2024,12,24
Jagvi Pillai,"Vasant Kunj, Delhi - 110054",Bed - Single Bed,Red,Plastic,Bed,7,8,15234,3777,10,670,17109.9,2024-01-13,2024,1,13
Bhavika Date,"Alipur, Delhi - 110062",Mandir,Red,Plastic,Mandir,9,19,47486,2956,10,7832,45397.8,2024-03-22,2024,3,22
Garima Dutt,"Rohini, Delhi - 110052",Cupboard,Grey,Plastic,Cupboard,7,17,20929,2430,15,1618,19855.15,2024-11-03,2024,11,3
Wahab Kumer,"Pranshant Vihar, Delhi - 110077",Cooler,White,Board,Cooler,4,17,13751,3797,20,8088,14038.4,2021-08-30,2021,8,30
Fitan Subramaniam,"Vasant Kunj, Delhi - 110068",Bed - Double Bed,Yellow,Wood,Bed,7,11,6060,3473,20,8247,7626.4,2022-08-25,2022,8,25
Meera Bahl,"Dwarka, Delhi - 110031",Mandir,Yellow,Metal,Mandir,1,12,40191,4745,15,2760,38195.6,2023-08-26,2023,8,26
Lipika Samra,"Vasant Kunj, Delhi - 110055",Cupboard,Green,Board,Cupboard,3,20,35512,3583,20,4354,31276.0,2024-04-14,2024,4,14
Oviya Prasad,"Alipur, Delhi - 110083",Bed - Double Bed,Brown,Wood,Bed,6,26,32149,615,15,9368,27849.4,2021-06-24,2021,6,24
Bahadurjit Sachar,"Lampur Border, Delhi - 110050",Sofa,Yellow,Plastic,Sofa,6,25,36735,4632,5,6215,39298.65,2021-05-15,2021,5,15
Harish Prasad,"Narela, Delhi - 110067",Chair,Blue,Plastic,Chair,5,20,26646,4129,20,1791,24620.0,2021-07-17,2021,7,17
Raghav Dasgupta,"Lampur Border, Delhi - 110017",Chair,Yellow,Board,Chair,3,19,5534,2106,10,1829,6876.0,2023-10-02,2023,10,2
Barkha Purohit,"Vasant Kunj, Delhi - 110048",Mattress,Blue,Iron,Mattress,3,22,49529,725,5,8523,47741.3,2021-10-14,2021,10,14
Jagdish Kumer,"Rohini, Delhi - 110024",Mattress,Grey,Glass,Mattress,6,17,8079,4133,10,2958,10990.8,2020-05-22,2020,5,22
Akshay Tailor,"Narela, Delhi - 110016",Sofa,Red,Glass,Sofa,2,8,43273,3126,15,852,39439.15,2021-05-24,2021,5,24
Omisha Balakrishnan,"Pranshant Vihar, Delhi - 110006",Mandir,White,Plastic,Mandir,1,19,15806,2725,10,6937,16677.9,2020-05-13,2020,5,13
Bhavini Nagi,"Holambi, Delhi - 110090",Chair,Brown,Board,Chair,9,18,25739,3768,10,5658,26556.3,2021-04-14,2021,4,14
Wahab Grover,"Lajpat Nagar, Delhi - 110078",Dressing Table,Brown,Glass,Dressing Table,3,10,15234,3718,10,6272,17056.8,2020-05-07,2020,5,7
Lipika Ratta,"Lajpat Nagar, Delhi - 110075",Dressing Table,Brown,Plastic,Dressing Table,6,13,24543,1544,10,7577,23478.3,2022-01-24,2022,1,24
Chaaya Chaudhry,"Pranshant Vihar, Delhi - 110087",Chair,Black,Wood,Chair,4,12,49241,749,15,1851,42491.5,2021-05-19,2021,5,19
Jagat Tak,"Alipur, Delhi - 110055",Dressing Table,Brown,Board,Dressing Table,8,13,23358,944,15,8775,20656.7,2020-02-10,2020,2,10
Sanya Nagar,"Singhu Border, Delhi - 110055",Mattress,Grey,Glass,Mattress,1,8,23195,2915,5,9350,24804.5,2022-11-13,2022,11,13
Rudra Vig,"Pitampura, Delhi - 110069",Cooler,Green,Metal,Cooler,4,23,47052,3536,20,2098,40470.4,2023-01-12,2023,1,12
Siddharth Bail,"Shalimar Bagh, Delhi - 110076",Cooler,Brown,Board,Cooler,4,7,23392,4264,20,3134,22124.8,2021-01-23,2021,1,23
Jagvi Narayanan,"Narela, Delhi - 110059",Cupboard,Red,Plastic,Cupboard,6,11,21178,4205,20,8238,20306.4,2024-11-27,2024,11,27
Kai De,"Karol Bagh, Delhi - 110042",Mandir,Red,Metal,Mandir,3,23,13519,3884,15,7753,14792.55,2021-12-06,2021,12,6
Harsh Din,"Singhu Border, Delhi - 110007",Dressing Table,Blue,Metal,Dressing Table,2,19,20722,1410,10,9816,19918.8,2021-05-27,2021,5,27
Lipika Deep,"Shalimar Bagh, Delhi - 110055",Chair,Red,Wood,Chair,2,8,29480,2776,20,7593,25804.8,2024-11-04,2024,11,4
Nathaniel Basak,"Singhu Border, Delhi - 110067",Cooler,Red,Board,Cooler,6,10,47044,2123,20,3060,39333.6,2024-07-06,2024,7,6
Krisha Badami,"Karol Bagh, Delhi - 110055",Mandir,Blue,Iron,Mandir,5,22,49820,4520,20,2572,43472.0,2021-04-19,2021,4,19
Indrajit Tella,"Narela, Delhi - 110085",Cupboard,Red,Iron,Cupboard,3,16,47592,3700,15,3037,43598.2,2024-08-13,2024,8,13
George Bala,"Dwarka, Delhi - 110024",Cooler,Black,Wood,Cooler,6,24,16424,2432,15,3521,16027.6,2020-02-17,2020,2,17
Neha Nazareth,"Narela, Delhi - 110011",Mattress,Blue,Wood,Mattress,2,7,21048,4743,20,4788,20632.8,2020-07-03,2020,7,3
Kalpit Tak,"Vasant Kunj, Delhi - 110048",Mandir,Red,Glass,Mandir,3,6,20019,558,15,2040,17490.45,2022-11-09,2022,11,9
Laban Nanda,"Rohini, Delhi - 110077",Cupboard,White,Plastic,Cupboard,9,29,43608,2316,15,4312,39035.4,2024-10-29,2024,10,29
Fariq Iyengar,"Alipur, Delhi - 110027",Dressing Table,Black,Glass,Dressing Table,7,23,35169,4779,15,8762,33955.8,2023-11-18,2023,11,18
Ekanta Raju,"Dwarka, Delhi - 110063",Chair,White,Iron,Chair,5,25,45407,2577,15,4909,40786.4,2024-11-06,2024,11,6
Yoshita Chand,"Narela, Delhi - 110073",Cupboard,Yellow,Metal,Cupboard,3,19,35343,608,10,8441,32355.9,2023-06-18,2023,6,18
Kritika Verma,"Pitampura, Delhi - 110013",Sofa,Blue,Metal,Sofa,3,11,17618,3340,20,615,16766.4,2021-12-03,2021,12,3
Urishilla Bala,"Karol Bagh, Delhi - 110001",Chair,Brown,Wood,Chair,8,20,24494,756,5,766,23987.5,2021-07-21,2021,7,21
Rishi Rai,"Holambi, Delhi - 110069",Chair,Yellow,Iron,Chair,5,16,13600,4332,10,6312,16138.8,2021-11-18,2021,11,18
Upkaar Hans,"Lampur Border, Delhi - 110013",Sofa,Grey,Glass,Sofa,3,7,28234,2338,5,8997,29043.4,2024-08-28,2024,8,28
Dalaja Tata,"Karol Bagh, Delhi - 110072",Mandir,Green,Board,Mandir,10,18,12164,4997,10,5877,15444.9,2020-11-06,2020,11,6
Quincy Ahuja,"Rohini, Delhi - 110067",Sofa,Blue,Glass,Sofa,9,23,6586,1790,15,6949,7119.6,2020-05-20,2020,5,20
Eiravati Narula,"Janakpuri, Delhi - 110049",Cupboard,Grey,Iron,Cupboard,8,19,42393,4250,15,1849,39646.55,2024-02-18,2024,2,18
Guneet Ramakrishnan,"Dwarka, Delhi - 110063",Cupboard,White,Plastic,Cupboard,10,20,12881,625,20,9631,10804.8,2021-11-20,2021,11,20
Ryan Kalla,"Shalimar Bagh, Delhi - 110036",Dressing Table,Red,Metal,Dressing Table,2,15,42461,4848,10,4241,42578.1,2023-07-26,2023,7,26
Aarnav Apte,"Lajpat Nagar, Delhi - 110002",Cupboard,Red,Plastic,Cupboard,8,14,17066,3609,10,8515,18607.5,2024-07-25,2024,7,25
Darsh Chana,"Dwarka, Delhi - 110082",Cooler,Yellow,Iron,Cooler,6,25,27851,3493,10,4109,28209.6,2023-03-01,2023,3,1
